Date,ID,Title,Artist,ISRC,Comments,,
4/8/2021,1027346908,Canada Goose,Mehki Letreigh,,126,,
4/8/2021,1091891896,B Lovee - IYKYK,Mr. Tuned-In V2,,242,,
4/8/2021,614117094,No Friends(Remix)ft. G Herbo,HappyBirthdayCalvin,,3989,,
4/8/2021,1087502812,Sky Dweller,EST Gee,,226,,
4/8/2021,1093551154,One Sided,brysontiller,,1461,,
4/8/2021,1087505449,Lick Back Remix (feat. Future & Young Thug),EST Gee,,210,,
5/8/2021,1056306229,Touchable,Remble,,4422,,
5/8/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,3469,,
5/8/2021,1026185437,2055,Sleepy Hallow,,4404,,
5/8/2021,1023058027,Polo G - RAPSTAR,POLO G,,27475,,
5/8/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,5196,,
5/8/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,6063,,
5/8/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,3196,,
5/8/2021,1083383002,Nevada,YoungBoy Never Broke Again,,1419,,
5/8/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,10640,,
5/8/2021,1056690214,Tell Em,cochise,,8707,,
5/8/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,3476,,
5/8/2021,1034990764,Wockesha,MoneyBagg Yo,,4227,,
5/8/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,22328,,
5/8/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,22361,,
5/8/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,8222,,
5/8/2021,1061728813,Late At Night,Roddy Ricch,,2142,,
5/8/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,4148,,
5/8/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,1625,,
5/8/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,29493,,
5/8/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,2994,,
5/8/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,9145,,
5/8/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,1779,,
5/8/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
5/8/2021,1075291135,Cabo,BANKROL HAYDEN,,1498,,
5/8/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,41579,,
5/8/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,5548,,
5/8/2021,1060725346,Lil Baby, Lil Durk,,1939,,
5/8/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,664,,
5/8/2021,1013619421,Tombstone,Rod Wave,,11568,,
5/8/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,17088,,
5/8/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1269,,
5/8/2021,1060725400,Lil Baby, Lil Durk,,2240,,
5/8/2021,1064620738,Polo G - Toxic,POLO G,,1713,,
5/8/2021,816595933,Polo G - Martin & Gina,POLO G,,34794,,
5/8/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,4346,,
5/8/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,2331,,
5/8/2021,729604123,,LUCKY3RD,,2824,,
5/8/2021,937006552,Lil Baby - On Me,Lil Baby,,17683,,
5/8/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,1172,,
5/8/2021,1056040759,ft OGbobbybillions ,blueface,,2478,,
5/8/2021,1035859378,Final Warning,NLE Choppa,,5069,,
5/8/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,2654,,
5/8/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,737,,
5/8/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,11072,,
5/8/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,5581,,
5/8/2021,975542488,Pain,pinkpantheress,,3921,,
5/8/2021,373180994,All Girls Are The Same,Juice WRLD,,86013,,
5/8/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,408,,
5/8/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,5135,,
5/8/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,9107,,
5/8/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,637,,
5/8/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,616,,
5/8/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,5059,,
5/8/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,19001,,
5/8/2021,1064620216,Polo G - Black Hearted,POLO G,,1603,,
5/8/2021,855569809,HIM.,Jaywall,,3078,,
5/8/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,287,,
5/8/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,2313,,
5/8/2021,1055542654,T-wayne - Player,T-wayne,,706,,
5/8/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,955,,
5/8/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,5381,,
5/8/2021,763890439,Took Her To The O,King Von,,39128,,
5/8/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,5296,,
5/8/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,804,,
5/8/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,3485,,
5/8/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,11219,,
5/8/2021,984680650,No Hoodie,Curly J,,1007,,
5/8/2021,1003330801,Street Runner,Rod Wave,,7544,,
5/8/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,1352,,
5/8/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,1196,,
5/8/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,877,,
5/8/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,769,,
5/8/2021,1048163956,good 4 u,Olivia Rodrigo,,8064,,
5/8/2021,1009475770,Headshot,Lil Tjay,,7957,,
5/8/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,103819,,
5/8/2021,1084381669,Motley Crew,Post Malone,,806,,
5/8/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,1652,,
5/8/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,31609,,
5/8/2021,1052735683,Maybach (feat. Future),42 Dugg,,475,,
5/8/2021,783914911,Rvssian, Lil Mosey,,8168,,
5/8/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,56154,,
5/8/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,107856,,
5/8/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,1417,,
5/8/2021,1077630940,Cry No More,G Herbo,,669,,
5/8/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,9719,,
5/8/2021,229787464,Gassed Up,Nebu Kiniza,,21819,,
5/8/2021,1060248796,Lil Baby, Lil Durk - Okay,,511,,
5/8/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,3124,,
5/8/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,15116,,
5/8/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,14518,,
5/8/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,129,,
5/8/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,2278,,
5/8/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
5/8/2021,1066159183,Thot Shit,Megan Thee Stallion,,1376,,
5/8/2021,656255261,Pop Smoke - Dior,POP SMOKE,,47477,,
5/8/2021,1066292437,Feelin' Peachy,Kodak Black,,421,,
5/8/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,481,,
5/8/2021,574858791,Robbery,Juice WRLD,,106252,,
5/8/2021,973586695,Time Today,MoneyBagg Yo,,2656,,
5/8/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,453,,
5/8/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,439,,
5/8/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,522,,
5/8/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,1858,,
5/8/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,798,,
5/8/2021,1090451293,Kodak Black - Senseless,rapcomeup,,,,
5/8/2021,1086195169,MIA,ssgkobe,,847,,
5/8/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,373,,
5/8/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,293,,
5/8/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,613,,
5/8/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,700,,
5/8/2021,1079066473,How,JayPareil,,669,,
5/8/2021,1088500522,Pop Smoke - Manslaughter (feat. Rick Ross & The-Dream),POP SMOKE,,385,,
5/8/2021,1088088901,Gyalis (Remix),A BOOGIE WIT DA HOODIE,,646,,
5/8/2021,1088712469,Pop Smoke, Lil Tjay,,343,,
5/8/2021,1084609885,BenjiBlueBills - GTFOH (Prod. MayDay),BenjiBlueBills,,300,,
5/8/2021,1089099313,Teen Bean,Ken Carson,,1205,,
5/8/2021,1005564706,Hood Melody (feat. Youngboy Never Broke Again),DDG,,1571,,
5/8/2021,1092488809,Lil Xxel, Tyga,,1425,,
5/8/2021,741122344,Heart Gone,3xBravo,,3163,,
5/8/2021,1084280971,Run Run,Shenseea,,452,,
5/8/2021,1091068756,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,3150,,
5/8/2021,1091006467,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI.,,699,,
5/8/2021,1043425303,HomeGirl (Werk) (feat. Renni Rucci) (Remix),D Gulley,,466,,
5/8/2021,585341778,YG Rob x 7FN - Way Up,Yg Rob,,4929,,
5/8/2021,424809426,YNW MELLY - VIRTUAL (BLUE BALENCIAGAS),YNW Melly,,21985,,
5/8/2021,1087503007,5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez),,393,,
5/8/2021,658842353,Crash Flow (Aint Trippin) [feat. Taeman],Rae Rae,,3369,,
5/8/2021,1090690882,Over The Top (feat. Drake),Smiley,,1105,,
5/8/2021,1091007133,STILL CHOSE YOU (feat. Mustard),The Kid LAROI.,,365,,
5/8/2021,953350048,santana & ka$hdami - 14 (video in desc),BabySantana,,1811,,
5/8/2021,1092197221,Lil Tecca - Money On Me,Lil Tecca ?,,756,,
5/8/2021,793090153,Dobby,1010 Benja SL,,398,,
5/8/2021,1091006440,SAME ENERGY,The Kid LAROI.,,325,,
5/8/2021,1091007469,OVER YOU,The Kid LAROI.,,380,,
5/8/2021,1089187933,Wat U Sed (feat. Iamdoechii & Kal Banx),Isaiah Rashad,,434,,
5/8/2021,1092517174,Comfortable (Feat. Luh Kel & Alehn),Nevi,,436,,
5/8/2021,1027346908,Canada Goose,Mehki Letreigh,,134,,
5/8/2021,1091891896,B Lovee - IYKYK,Mr. Tuned-In V2,,277,,
5/8/2021,614117094,No Friends(Remix)ft. G Herbo,HappyBirthdayCalvin,,3992,,
5/8/2021,1087502812,Sky Dweller,EST Gee,,251,,
5/8/2021,1093551154,One Sided,brysontiller,,1475,,
5/8/2021,1087505449,Lick Back Remix (feat. Future & Young Thug),EST Gee,,228,,
6/8/2021,1056306229,Touchable,Remble,,4490,,
6/8/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,3579,,
6/8/2021,1026185437,2055,Sleepy Hallow,,4496,,
6/8/2021,1023058027,Polo G - RAPSTAR,POLO G,,27552,,
6/8/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,5321,,
6/8/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,6137,,
6/8/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,3208,,
6/8/2021,1083383002,Nevada,YoungBoy Never Broke Again,,1484,,
6/8/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,10682,,
6/8/2021,1056690214,Tell Em,cochise,,8781,,
6/8/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,3515,,
6/8/2021,1034990764,Wockesha,MoneyBagg Yo,,4256,,
6/8/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,22417,,
6/8/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,22415,,
6/8/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,8250,,
6/8/2021,1061728813,Late At Night,Roddy Ricch,,2162,,
6/8/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,4172,,
6/8/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,1639,,
6/8/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,29537,,
6/8/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,2997,,
6/8/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,9153,,
6/8/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,1779,,
6/8/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
6/8/2021,1075291135,Cabo,BANKROL HAYDEN,,1534,,
6/8/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,41598,,
6/8/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,5594,,
6/8/2021,1060725346,Lil Baby, Lil Durk,,1953,,
6/8/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,666,,
6/8/2021,1013619421,Tombstone,Rod Wave,,11596,,
6/8/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,17115,,
6/8/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1270,,
6/8/2021,1060725400,Lil Baby, Lil Durk,,2255,,
6/8/2021,1064620738,Polo G - Toxic,POLO G,,1748,,
6/8/2021,816595933,Polo G - Martin & Gina,POLO G,,34820,,
6/8/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,4361,,
6/8/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,2343,,
6/8/2021,729604123,,LUCKY3RD,,2834,,
6/8/2021,937006552,Lil Baby - On Me,Lil Baby,,17700,,
6/8/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,1187,,
6/8/2021,1056040759,ft OGbobbybillions ,blueface,,2502,,
6/8/2021,1035859378,Final Warning,NLE Choppa,,5080,,
6/8/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,2658,,
6/8/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,755,,
6/8/2021,1019737993,Spinabenz x Yungeen Ace x FastMoney Goon x Whoppa Wit Da Choppa - Who I Smoke,Yungeen Ace,,11082,,
6/8/2021,1048532914,White Teeth,YoungBoy Never Broke Again,,5594,,
6/8/2021,975542488,Pain,pinkpantheress,,4000,,
6/8/2021,373180994,All Girls Are The Same,Juice WRLD,,86053,,
6/8/2021,840323260,CEO Trayle - Ok Cool (Prod. by Rudynovski),Q.,,414,,
6/8/2021,998923204,Only The Family & Lil Durk - Hellcats & Trackhawks,Lil Durk,,5141,,
6/8/2021,922916881,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),The Kid LAROI.,,9118,,
6/8/2021,1087179412,Slow Motion Freestyle,Isaiah Rashad,,639,,
6/8/2021,1084311661,Gossip ft. Too $hort (Prod. Uce Lee),Rob $TONE,,619,,
6/8/2021,634533960,SOLVED THE PROBLEM,COMETHAZINE,,5064,,
6/8/2021,312797091,From The D To The A feat. Lil Yachty,Tee Grizzley,,19017,,
6/8/2021,1064620216,Polo G - Black Hearted,POLO G,,1609,,
6/8/2021,855569809,HIM.,Jaywall,,3085,,
6/8/2021,1072829350,NLE Choppa -  Letter To My Daughter,Rocknroll,,291,,
6/8/2021,1019246533,Run It Up (feat. Offset & Moneybagg Yo),Lil Tjay,,2327,,
6/8/2021,1055542654,T-wayne - Player,T-wayne,,710,,
6/8/2021,1060249351,Lil Baby, Lil Durk - How It Feels,,960,,
6/8/2021,878028175,Moonwalking in Calabasas (Remix) [feat. Blueface],DDG,,5382,,
6/8/2021,763890439,Took Her To The O,King Von,,39147,,
6/8/2021,1042589146,Lil Tecca - Never Left,Lil Tecca ?,,5302,,
6/8/2021,1081335103,$ILKMONEY - MY POTNA DEM,jalele2Raww ?,,813,,
6/8/2021,1052248927,Polo G & Lil Wayne - GANG GANG (with Lil Wayne),POLO G,,3495,,
6/8/2021,952032571,Still Trappin' w/ King Von,Lil Durk,,11229,,
6/8/2021,984680650,No Hoodie,Curly J,,1018,,
6/8/2021,1003330801,Street Runner,Rod Wave,,7545,,
6/8/2021,1010766649,MO3 & OG Bobby Billions - Outside,Mo3,,1360,,
6/8/2021,1052668531,24 Hours (feat. Lil Durk),A BOOGIE WIT DA HOODIE,,1201,,
6/8/2021,1088501041,Pop Smoke - Bout A Million (feat. 21 Savage & 42 Dugg),POP SMOKE,,892,,
6/8/2021,1088499106,Pop Smoke - 30 (feat. Bizzy Banks),POP SMOKE,,771,,
6/8/2021,1048163956,good 4 u,Olivia Rodrigo,,8103,,
6/8/2021,1009475770,Headshot,Lil Tjay,,7961,,
6/8/2021,690770410,Bandit ft. NBA Youngboy,Juice WRLD,,103835,,
6/8/2021,1084381669,Motley Crew,Post Malone,,815,,
6/8/2021,1084815142,Prada Remix (feat. Lil Tecca) [VIDEO IN DESC],BabySantana,,1657,,
6/8/2021,850506619,Pop Smoke - What You Know Bout Love,POP SMOKE,,31637,,
6/8/2021,1052735683,Maybach (feat. Future),42 Dugg,,475,,
6/8/2021,783914911,Rvssian, Lil Mosey,,8175,,
6/8/2021,850507126,Pop Smoke - For The Night (feat. Lil Baby & DaBaby),POP SMOKE,,56068,,
6/8/2021,339318387,XXXTENTACION - Fuck Love  (feat. Trippie Redd),XXXTENTACION,,107881,,
6/8/2021,977984449,DUSTY LOCANE - ROLLIN N CONTROLLIN FREESTYLE (TikTok) I walk in the spot 30 on me and some chops,Reelaxxx,,1427,,
6/8/2021,1077630940,Cry No More,G Herbo,,673,,
6/8/2021,482681907,Lil Uzi Vert - Top,Trackaholics,,9723,,
6/8/2021,229787464,Gassed Up,Nebu Kiniza,,21833,,
6/8/2021,1060248796,Lil Baby, Lil Durk - Okay,,513,,
6/8/2021,920782135,Chanel Bag Prod. @geehues x @1yeezo,KILLBUNK (@killbunk),,3129,,
6/8/2021,760419946,Me and My Guitar,A BOOGIE WIT DA HOODIE,,15123,,
6/8/2021,579632454,NLE Choppa X White $osa-Hit The Scene(Official Audio),Str8Bangerz Hit's,,14526,,
6/8/2021,969004966,NBA YoungBoy - Walk In The Rain,ABOVE ALL,,130,,
6/8/2021,646792641,Clever - All In (feat. Polo G, G Herbo),,2280,,
6/8/2021,373181102,DARK PLACE (demo),Juice WRLD,,,,
6/8/2021,1066159183,Thot Shit,Megan Thee Stallion,,1384,,
6/8/2021,656255261,Pop Smoke - Dior,POP SMOKE,,47493,,
6/8/2021,1066292437,Feelin' Peachy,Kodak Black,,425,,
6/8/2021,1007053408,Trendsetter (Prod. RAN),Yvng Tella,,482,,
6/8/2021,574858791,Robbery,Juice WRLD,,106264,,
6/8/2021,973586695,Time Today,MoneyBagg Yo,,2657,,
6/8/2021,1088499046,Pop Smoke - More Time,POP SMOKE,,455,,
6/8/2021,1088499322,Pop Smoke - Woo Baby (feat. Chris Brown),POP SMOKE,,443,,
6/8/2021,1088499232,Pop Smoke - Merci Beaucoup,POP SMOKE,,522,,
6/8/2021,1083312043,MATERIALISM AS A MEANS TO AN END,$UICIDEBOY$,,1878,,
6/8/2021,1051744639,Outside - Blueface (ft. OG Bobby Billions),ethanw2,,810,,
6/8/2021,1090451293,Kodak Black - Senseless,rapcomeup,,,,
6/8/2021,1086195169,MIA,ssgkobe,,849,,
6/8/2021,1088500204,Pop Smoke - Brush Em (feat. Rah Swish),POP SMOKE,,375,,
6/8/2021,1088500420,Pop Smoke - Beat The Speaker,POP SMOKE,,295,,
6/8/2021,1088500051,Pop Smoke - Tell The Vision (feat. Kanye West & Pusha T),POP SMOKE,,615,,
6/8/2021,1078392811,Lil Nas X - Industry Baby but without Jack Harlow,weyki,,710,,
6/8/2021,1079066473,How,JayPareil,,695,,
6/8/2021,1088500522,Pop Smoke - Manslaughter (feat. Rick Ross & The-Dream),POP SMOKE,,386,,
6/8/2021,1088088901,Gyalis (Remix),A BOOGIE WIT DA HOODIE,,652,,
6/8/2021,1088712469,Pop Smoke, Lil Tjay,,344,,
6/8/2021,1084609885,BenjiBlueBills - GTFOH (Prod. MayDay),BenjiBlueBills,,300,,
6/8/2021,1089099313,Teen Bean,Ken Carson,,1209,,
6/8/2021,1005564706,Hood Melody (feat. Youngboy Never Broke Again),DDG,,1577,,
6/8/2021,1092488809,Lil Xxel, Tyga,,1451,,
6/8/2021,741122344,Heart Gone,3xBravo,,3169,,
6/8/2021,1084280971,Run Run,Shenseea,,452,,
6/8/2021,1091068756,INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,,3333,,
6/8/2021,1091006467,NOT SOBER (feat. Polo G & Stunna Gambino),The Kid LAROI.,,739,,
6/8/2021,1043425303,HomeGirl (Werk) (feat. Renni Rucci) (Remix),D Gulley,,495,,
6/8/2021,585341778,YG Rob x 7FN - Way Up,Yg Rob,,4930,,
6/8/2021,424809426,YNW MELLY - VIRTUAL (BLUE BALENCIAGAS),YNW Melly,,21993,,
6/8/2021,1087503007,5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez),,421,,
6/8/2021,658842353,Crash Flow (Aint Trippin) [feat. Taeman],Rae Rae,,3372,,
6/8/2021,1090690882,Over The Top (feat. Drake),Smiley,,1184,,
6/8/2021,1091007133,STILL CHOSE YOU (feat. Mustard),The Kid LAROI.,,372,,
6/8/2021,953350048,santana & ka$hdami - 14 (video in desc),BabySantana,,1835,,
6/8/2021,1092197221,Lil Tecca - Money On Me,Lil Tecca ?,,764,,
6/8/2021,793090153,Dobby,1010 Benja SL,,436,,
6/8/2021,1091006440,SAME ENERGY,The Kid LAROI.,,335,,
6/8/2021,1091007469,OVER YOU,The Kid LAROI.,,385,,
6/8/2021,1089187933,Wat U Sed (feat. Iamdoechii & Kal Banx),Isaiah Rashad,,470,,
6/8/2021,1092517174,Comfortable (Feat. Luh Kel & Alehn),Nevi,,470,,
6/8/2021,1027346908,Canada Goose,Mehki Letreigh,,140,,
6/8/2021,1091891896,B Lovee - IYKYK,Mr. Tuned-In V2,,296,,
6/8/2021,614117094,No Friends(Remix)ft. G Herbo,HappyBirthdayCalvin,,3994,,
6/8/2021,1087502812,Sky Dweller,EST Gee,,275,,
6/8/2021,1093551154,One Sided,brysontiller,,1485,,
6/8/2021,1087505449,Lick Back Remix (feat. Future & Young Thug),EST Gee,,243,,
7/8/2021,1056306229,Touchable,Remble,,4549,,
7/8/2021,1082723470,Stay (with Justin Bieber),The Kid LAROI.,,3692,,
7/8/2021,1026185437,2055,Sleepy Hallow,,4585,,
7/8/2021,1023058027,Polo G - RAPSTAR,POLO G,,27616,,
7/8/2021,1088333137,Holy Smokes (feat. Lil Uzi Vert),Trippie Redd,,5457,,
7/8/2021,1039539274,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),DJ Khaled,,6170,,
7/8/2021,1071204931,Ed Sheeran - Bad Habits,Ed Sheeran,,3233,,
7/8/2021,1083383002,Nevada,YoungBoy Never Broke Again,,1534,,
7/8/2021,999006520,Drake - Wants and Needs (feat. Lil Baby),octobersveryown,,10723,,
7/8/2021,1056690214,Tell Em,cochise,,8857,,
7/8/2021,1073156011,Red Light Green Light,Baby Jesus (DaBaby),,3575,,
7/8/2021,1034990764,Wockesha,MoneyBagg Yo,,4287,,
7/8/2021,1044071974,Trippie Redd - Miss The Rage Ft. Playboi Carti,Trippie Redd,,22479,,
7/8/2021,924613324,Back In Blood (feat. Lil Durk),Pooh Shiesty,,22446,,
7/8/2021,928525519,Future & Lil Uzi Vert - Drankin N Smokin,Lil Uzi Vert,,8275,,
7/8/2021,1061728813,Late At Night,Roddy Ricch,,2191,,
7/8/2021,1020411538,4 Da Gang (with Roddy Ricch),42 Dugg,,4196,,
7/8/2021,1068407101,Ball If I Want To,Baby Jesus (DaBaby),,1662,,
7/8/2021,983561995,Calling My Phone (feat. 6lack),Lil Tjay,,29588,,
7/8/2021,951579934,NBA YoungBoy - Nevada Unreleased,slatt shah,,3000,,
7/8/2021,431054574,Gunna - Sold Out Dates Feat. Lil Baby [Prod. Turbo & Ghetto Guitar],DJ_Fly_Guy,,9168,,
7/8/2021,877107568,Stunna2Fly - Wack Jumper Remix,Stunna2Fly,,1787,,
7/8/2021,1067887690,DDG - ICarly Freestyle,D40,,,,
7/8/2021,1075291135,Cabo,BANKROL HAYDEN,,1563,,
7/8/2021,813327142,3 Headed Goat feat. Lil Baby and Polo G,Lil Durk,,41624,,
7/8/2021,1032039724,Antisocial (feat. Slump6s) [prod. Maajins x CGM],BabySantana,,5665,,
7/8/2021,1060725346,Lil Baby, Lil Durk,,1966,,
7/8/2021,1026522937,Young Thug - SKII Ft. Gunna (Prod. Wheezy) (Official Audio),Tre Savage ?,,671,,
7/8/2021,1013619421,Tombstone,Rod Wave,,11620,,
7/8/2021,661036613,Knock Knock (prod+ Lil Tecca),SoFaygo,,17176,,
7/8/2021,1082729113,Funk Flex - Lurkin Remix (Feat. King Von & Polo G) [Unreleased],LeakWrld,,1269,,
7/8/2021,1060725400,Lil Baby, Lil Durk,,2284,,
7/8/2021,1064620738,Polo G - Toxic,POLO G,,1767,,
7/8/2021,816595933,Polo G - Martin & Gina,POLO G,,34843,,
7/8/2021,743999932,9 Times Out Of 10 (feat. Lil Baby),Big Havi,,4382,,
7/8/2021,1074518497,Tyler, The Creator feat. YoungBoy Never Broke Again and Ty Dolla $ign - WUSYANAME,,2346,,
7/8/2021,729604123,,LUCKY3RD,,2836,,
7/8/2021,937006552,Lil Baby - On Me,Lil Baby,,17719,,
7/8/2021,1052667649,Switch it Up (feat. G Herbo, No More Heroes),,1212,,
7/8/2021,1056040759,ft OGbobbybillions ,blueface,,2524,,
7/8/2021,1035859378,Final Warning,NLE Choppa,,5092,,
7/8/2021,1064621482,Polo G feat. The Kid LAROI & Lil Durk - No Return,POLO G,,2664,,
7/8/2021,959517559,GYALIS - CAPELLA GREY (prod. by CAPELLA GREY),Allepac Family,,777,,
