Date,ID,Title,Artist,Playback Count
12/09/2021,511164515,Love Again,Dua Lipa,2451746
12/09/2021,577458329,Woo Baby,Pop Smoke Feat. Chris Brown,352291
12/09/2021,583197980,Hurricane,Kanye West,160461
12/09/2021,572701645,Late At Night,Roddy Ricch,860577
12/09/2021,542990923,Chosen,Blxst & Tyga Feat. Ty Dolla $ign,867993
12/09/2021,583860090,Fair Trade,Drake Feat. Travis Scott,104497
12/09/2021,575383634,In Da Getto (Mixed),J Balvin & Skrillex,1996348
12/09/2021,564095965,traitor,Olivia Rodrigo,833777
12/09/2021,582434158,Meet Me At Our Spot (Live),WILLOW & Tyler Cole & THE ANXIETY,121735
12/09/2021,569990487,I Like Dat,T-Pain & Kehlani,564798
12/09/2021,583860079,Girls Want Girls,Drake Feat. Lil Baby,93070
12/09/2021,579394748,Skate,"Bruno Mars, Anderson .Paak & Silk Sonic",575192
12/09/2021,568076990,A-O-K,Tai Verdes,567172
12/09/2021,583860063,No Friends In The Industry,Drake,67598
12/09/2021,546919515,WHOLE LOTTA MONEY,BIA,845832
12/09/2021,564094803,deja vu,Olivia Rodrigo,1799714
12/09/2021,556219151,Sharing Locations,Meek Mill Feat. Lil Durk & Lil Baby,155569
12/09/2021,549819945,Jugaste y Sufrí,Eslabon Armado Feat. DannyLux,385256
12/09/2021,570187620,Todo De Ti,Rauw Alejandro,2857477
12/09/2021,565900902,Wockesha,Moneybagg Yo,814308
12/09/2021,566757210,Come Through,H.E.R. Feat. Chris Brown,598553
12/09/2021,580915207,Rumors,Lizzo Feat. Cardi B,286290
12/09/2021,573270699,Wasting Time [Mixed],Brent Faiyaz Feat. Drake,261115
12/09/2021,568200861,EVERY CHANCE I GET,DJ Khaled Feat. Lil Baby & Lil Durk,951283
12/09/2021,577099928,If I Didn't Love You,Jason Aldean & Carrie Underwood,153320
12/09/2021,578289393,Over The Top,Smiley Feat. Drake,247043
12/09/2021,40111843,Somewhere Only We Know,Keane,7248523
12/09/2021,567381450,Happier Than Ever,Billie Eilish,686705
12/09/2021,570569787,Maybach,42 Dugg Feat. Future,275951
12/09/2021,581315745,Shivers,Ed Sheeran,85711
12/09/2021,538322038,Levitating,Dua Lipa Feat. DaBaby,3782019
12/09/2021,556245712,Chasing After You,Ryan Hurd & Maren Morris,359375
12/09/2021,510700753,Save Your Tears,The Weeknd,8280267
12/09/2021,583860076,Love All,Drake Feat. JAY-Z,50116
12/09/2021,573210085,Thot Shit,Megan Thee Stallion,816787
12/09/2021,572573973,Angles,Wale Feat. Chris Brown,296645
12/09/2021,577874712,Don't Go Yet,Camila Cabello,913281
12/09/2021,561764609,Intro,Lil Moe,57911
12/09/2021,581252838,Essence [Mixed],Wizkid Feat. Tems & Justin Bieber,175356
12/09/2021,583860086,TSU,Drake,39027
12/09/2021,558189802,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,427941
12/09/2021,560275260,Leave The Door Open,"Bruno Mars, Anderson .Paak & Silk Sonic",6478737
12/09/2021,582053152,Borrowed Time (From Rick and Morty: Season 5),Rick and Morty & Tennis,52578
12/09/2021,581625769,Summer Of Love,Shawn Mendes & Tainy,301967
12/09/2021,575816802,Memory,Kane Brown & blackbear,215990
12/09/2021,578537341,You Are My High,DJ Snake,175234
12/09/2021,579745872,Volví,Aventura & Bad Bunny,375800
12/09/2021,583860064,N 2 Deep,Drake Feat. Future,36295
12/09/2021,583860077,Champagne Poetry,Drake,44311
12/09/2021,375987572,Loving Is Easy,Rex Orange County Feat. Benny Sings,862949
12/09/2021,536664474,AIN’T SO,Kwame Feat. Arno Faraji,91541
12/09/2021,411626340,Call Out My Name,The Weeknd,4701854
12/09/2021,583860095,Papi’s Home,Drake,36705
12/09/2021,570834839,Butter,BTS,2849057
12/09/2021,491675299,Things A Man Oughta Know,Lainey Wilson,410869
12/09/2021,580481565,Off The Grid,Kanye West,121879
12/09/2021,556102751,MONTERO (Call Me By Your Name),Lil Nas X,7037572
12/09/2021,152739570,The Windmills Of Your Mind,Dusty Springfield,253471
12/09/2021,542730886,telepatía,Kali Uchis,3869252
12/09/2021,521080740,My Boy,Elvie Shane,490393
12/09/2021,90319038,Collard Greens,Schoolboy Q Feat. Kendrick Lamar,2487801
12/09/2021,582458782,LOT OF ME,Lil Tecca,29894
12/09/2021,543181432,WITHOUT YOU,The Kid LAROI,5113374
12/09/2021,583860065,In The Bible,Drake Feat. Lil Durk & GIV?ON,31327
12/09/2021,61922264,White Rabbit,Jefferson Airplane,2564072
12/09/2021,342158320,Dark Red,Steve Lacy,819002
12/09/2021,566885142,Buy Dirt,Jordan Davis Feat. Luke Bryan,120227
12/09/2021,469270443,Astronaut In The Ocean,Masked Wolf,11208824
12/09/2021,560348544,Peaches,Justin Bieber Feat. Daniel Caesar & GIV?ON,5213290
12/09/2021,532768662,my ex's best friend,Machine Gun Kelly & blackbear,1715674
12/09/2021,358456126,Navajo,Masego,369664
12/09/2021,577590984,5500 Degrees,"EST Gee Feat. Lil Baby, 42 Dugg & Rylo Rodriguez",97876
12/09/2021,535548665,Be Alright,"Evan Craft, Danny Gokey & Redimi2",258214
12/09/2021,400965357,Fake I.D,Riton & Kah-Lo,1178028
12/09/2021,379611,Let's Groove,"Earth, Wind & Fire",4018799
12/09/2021,564361520,RAPSTAR,Polo G,1333439
12/09/2021,583860075,Fountains,Drake Feat. Tems,47226
12/09/2021,579875979,SUVs (Black on Black),Jack Harlow & Pooh Shiesty,98944
12/09/2021,579694541,Perfect (Reprise),Camila Cabello & Nicholas Galitzine,83147
12/09/2021,580443527,You Want My Love,"Earth, Wind & Fire Feat. Lucky Daye",34526
12/09/2021,555285022,Time Today,Moneybagg Yo,783576
12/09/2021,508366740,"...And To Those I Love, Thanks For Sticking Around",$uicideboy$,1236745
12/09/2021,514083981,Strange Effect,Unloved Feat. Raven Violet,188518
12/09/2021,567407114,Touch Down 2 Cause Hell,Hd4president,837484
12/09/2021,583860089,Race My Mind,Drake,26927
12/09/2021,20149020,Kingston Town,UB40,3447345
12/09/2021,575373962,Wrecked,Imagine Dragons,764542
12/09/2021,576945894,Motley Crew,Post Malone,540537
12/09/2021,535306088,Memory I Don't Mess With,Lee Brice,263394
12/09/2021,576782932,WHOLE LOTTA MONEY (Remix),BIA Feat. Nicki Minaj,197520
12/09/2021,563288858,You,"Regard, Troye Sivan & Tate McRae",1420398
12/09/2021,560285844,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,2542006
12/09/2021,539105437,You're Mines Still,Yung Bleu Feat. Drake,2007656
12/09/2021,310300106,Love On The Brain,Rihanna,9931365
12/09/2021,580848056,In the Dark,Swae Lee & Jhené Aiko,64632
12/09/2021,569364037,Loco,"Justin Quiles, Chimbala & Zion & Lennox",977263
12/09/2021,463939238,Morrow,070 Shake,365822
12/09/2021,540976295,Lil Bit,Nelly & Florida Georgia Line,1008849
12/09/2021,517715261,Go Crazy,Chris Brown & Young Thug,4209778
12/09/2021,544436514,Believe Me,Navos,678197
12/09/2021,578737075,Jail,Kanye West,88733
12/09/2021,578657121,Don't Be Shy,Tiësto & KAROL G,495824
12/09/2021,570401689,I Was On a Boat That Day,Old Dominion,217491
12/09/2021,503576063,Blinding Lights,The Weeknd,22558430
12/09/2021,20056730,Gangsta's Paradise,Coolio Feat. L.V.,12281299
12/09/2021,554795006,Who Want Smoke?,Nardo Wick,302551
12/09/2021,542792334,DÁKITI,Bad Bunny & Jhay Cortez,3769719
12/09/2021,575231739,WUSYANAME [Mixed],"Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign",203585
12/09/2021,450364790,Friday I’m In Love (Recorded At Spotify Studios Nyc),Phoebe Bridgers,293349
12/09/2021,583197973,Believe What I Say,Kanye West,55005
12/09/2021,57738404,Time of the Season,The Zombies,2580550
12/09/2021,580729132,Vaccine,NoCap,50579
12/09/2021,578548773,Pepas (Cristian Reyes Remix),GRBA & Cristian Reyes,199580
12/09/2021,580215604,Ya Supérame (En Vivo),Grupo Firme,133368
12/09/2021,555775434,Calling My Phone,Lil Tjay & 6LACK,2695326
12/09/2021,583111545,One Look,Spencer Sutherland,88507
12/09/2021,580848154,Act Up,Rich Brian & EARTHGANG,61697
12/09/2021,575964485,Sobrio,Maluma,518759
12/09/2021,573239716,Woman,Doja Cat,1043373
12/09/2021,567048553,Botella Tras Botella,Gera MX & Christian Nodal,1089541
12/09/2021,555418199,Complicated,Leela James,214047
12/09/2021,470615067,Loverboy,A-Wall,467698
12/09/2021,371545836,Paranoia,Dave East Feat. Jeezy,69564
12/09/2021,583361955,Blue Notes 2,Meek Mill Feat. Lil Uzi Vert,27598
12/09/2021,567890019,Lost,Maroon 5,509420
12/09/2021,359568795,My Life Is Going On,Cecilia Krull,7840464
12/09/2021,572583713,Yonaguni,Bad Bunny,901189
12/09/2021,471001798,This Is Where It Ends,Alice Boman,74192
12/09/2021,450345277,Ready,Lil Baby Feat. Gunna,236392
12/09/2021,541709647,Quicksand,Morray,1088990
12/09/2021,512721848,Cold Beer Calling My Name,Jameson Rodgers & Luke Combs,227003
12/09/2021,579694540,Am I Wrong,"Camila Cabello, Nicholas Galitzine, Idina Menzel & Cinderella Original Motion Picture Cast",76061
12/09/2021,572896529,Forever Tippin,"Yung Pooda, DJ Chose & Dre",73311
12/09/2021,100557257,Stay Ready (What A Life),Jhené Aiko Feat. Kendrick Lamar,459069
12/09/2021,506632290,Physical,Dua Lipa,4308690
12/09/2021,559530353,Thinking 'Bout You,Dustin Lynch Feat. MacKenzie Porter,114142
12/09/2021,573239836,Get Into It (Yuh),Doja Cat,372196
12/09/2021,581828181,Touch Down To Cause Hell (KingMIx),KingDanzz,328043
12/09/2021,536859303,Whiskey And Rain,Michael Ray,189551
12/09/2021,560746534,Wants and Needs [Mixed],Drake Feat. Lil Baby,1081763
12/09/2021,6017940,Neon Moon,Brooks & Dunn,876395
12/09/2021,561571511,Outside (Better Days),MO3 & OG Bobby Billions,311986
12/09/2021,576463523,"I am not a woman, I'm a god",Halsey,46195
12/09/2021,583860087,Pipe Down,Drake,20340
12/09/2021,583198009,Moon,Kanye West,41869
12/09/2021,490675972,Circles,Post Malone,10650498
12/09/2021,511524106,Knowing You,Kenny Chesney,200942
12/09/2021,560227366,I WANNA BE YOUR SLAVE,Måneskin,3077190
12/09/2021,88153164,Feeling Good,Nina Simone,4510636
12/09/2021,567517788,Frozen,Circles Bob,799839
12/09/2021,563610551,La Mamá de la Mamá,"El Alfa, CJ & Chael Produciendo Feat. El Cherry Scom",864211
12/09/2021,466040067,Dance Monkey,Tones And I,39707219
12/09/2021,438342816,Algorhythm,Childish Gambino,84635
12/09/2021,535825899,Forever After All,Luke Combs,632736
12/09/2021,123453646,Don't Tell 'Em,Jeremih Feat. YG,9657366
12/09/2021,583860092,You Only Live Twice,Drake Feat. Lil Wayne & Rick Ross,20625
12/09/2021,10530810,Smells Like Teen Spirit,Nirvana,7884355
12/09/2021,555375589,Waves,Luke Bryan,213320
12/09/2021,445889608,Someone You Loved,Lewis Capaldi,23356817
12/09/2021,385133121,Love Tonight,Shouse,5014204
12/09/2021,20144841,Dreams,Fleetwood Mac,6348144
12/09/2021,564533132,Pareja del Año,Sebastián Yatra & Myke Towers,1598590
12/09/2021,215540,Hotel California,Eagles,8754273
12/09/2021,553362820,A La Antigüita,Calibre 50,213633
12/09/2021,534468438,You Should Probably Leave,Chris Stapleton,185632
12/09/2021,559787093,Country Again,Thomas Rhett,219568
12/09/2021,571127457,Scars in Heaven,Casting Crowns,86540
12/09/2021,530821,Leather And Lace,Stevie Nicks,811270
12/09/2021,497838813,Breathe,Ásgeir,80651
12/09/2021,583860094,7am On Bridle Path,Drake,24360
12/09/2021,566379768,t r a n s p a r e n t s o u l,WILLOW Feat. Travis Barker,426839
12/09/2021,40602165,Luxurious,Gwen Stefani,451378
12/09/2021,549952578,drivers license,Olivia Rodrigo,7468667
12/09/2021,493025931,Strange,Celeste,715406
12/09/2021,581023010,Paralyzed,Sueco,78513
13/09/2021,537255883,Essence,Wizkid Feat. Tems,1779562
13/09/2021,552221348,Stay,The Kid LAROI & Justin Bieber,5107138
13/09/2021,385334817,Beggin,Måneskin,6401066
13/09/2021,583860078,Way 2 Sexy,Drake Feat. Future & Young Thug,188994
13/09/2021,568180108,Fancy Like,Walker Hayes,584635
13/09/2021,573386652,Bad Habits,Ed Sheeran,6679942
13/09/2021,580847901,Fire In The Sky,Anderson .Paak,222096
13/09/2021,578340247,INDUSTRY BABY,Lil Nas X & Jack Harlow,2609613
13/09/2021,573239715,You Right,Doja Cat & The Weeknd,1014136
13/09/2021,583860081,Knife Talk,Drake Feat. 21 Savage & Project Pat,111631
13/09/2021,575061784,Pepas,Farruko,2470249
13/09/2021,552136231,Gyalis,Capella Grey,760630
13/09/2021,571007966,Leave Before You Love Me,Marshmello & Jonas Brothers,2625404
13/09/2021,565106878,Kiss Me More,Doja Cat Feat. SZA,5669632
13/09/2021,567763978,love nwantiti [Remix],CKay Feat. Axel & DJ Yo,1316525
13/09/2021,564095960,good 4 u,Olivia Rodrigo,3657100
13/09/2021,573286436,Baddest,Yung Bleu, Chris Brown & 2 Chainz,473294
13/09/2021,508501557,HEARTBREAK ANNIVERSARY,GIV?ON,4136693
13/09/2021,573239739,Need To Know,Doja Cat,2104955
13/09/2021,514260283,Heat Waves,Glass Animals,3231472
13/09/2021,577722304,Wild Side [Mixed],Normani Feat. Cardi B,442100
13/09/2021,581382756,family ties,Baby Keem & Kendrick Lamar,130095
13/09/2021,579595745,Cold Heart (PNAU Remix),Elton John & Dua Lipa,1380348
13/09/2021,460791620,Arcade,Duncan Laurence,6733030
13/09/2021,579903331,Take My Breath,The Weeknd,1123207
13/09/2021,511164515,Love Again,Dua Lipa,2469927
13/09/2021,577458329,Woo Baby,Pop Smoke Feat. Chris Brown,357090
13/09/2021,583197980,Hurricane,Kanye West,169357
13/09/2021,572701645,Late At Night,Roddy Ricch,865152
13/09/2021,542990923,Chosen,Blxst & Tyga Feat. Ty Dolla $ign,878817
13/09/2021,583860090,Fair Trade,Drake Feat. Travis Scott,111841
13/09/2021,575383634,In Da Getto (Mixed),J Balvin & Skrillex,2068027
13/09/2021,564095965,traitor,Olivia Rodrigo,841858
13/09/2021,582434158,Meet Me At Our Spot (Live),WILLOW & Tyler Cole & THE ANXIETY,130062
13/09/2021,569990487,I Like Dat,T-Pain & Kehlani,568259
13/09/2021,583860079,Girls Want Girls,Drake Feat. Lil Baby,100462
13/09/2021,579394748,Skate,Bruno Mars, Anderson .Paak & Silk Sonic,584218
13/09/2021,568076990,A-O-K,Tai Verdes,573569
13/09/2021,583860063,No Friends In The Industry,Drake,72650
13/09/2021,546919515,WHOLE LOTTA MONEY,BIA,849578
13/09/2021,564094803,deja vu,Olivia Rodrigo,1804868
13/09/2021,556219151,Sharing Locations,Meek Mill Feat. Lil Durk & Lil Baby,159293
13/09/2021,549819945,Jugaste y Sufrí,Eslabon Armado Feat. DannyLux,396262
13/09/2021,570187620,Todo De Ti,Rauw Alejandro,2871866
13/09/2021,565900902,Wockesha,Moneybagg Yo,817708
13/09/2021,566757210,Come Through,H.E.R. Feat. Chris Brown,601626
13/09/2021,580915207,Rumors,Lizzo Feat. Cardi B,293693
13/09/2021,573270699,Wasting Time [Mixed],Brent Faiyaz Feat. Drake,264356
13/09/2021,568200861,EVERY CHANCE I GET,DJ Khaled Feat. Lil Baby & Lil Durk,954192
13/09/2021,577099928,If I Didn't Love You,Jason Aldean & Carrie Underwood,156056
13/09/2021,578289393,Over The Top,Smiley Feat. Drake,249872
13/09/2021,40111843,Somewhere Only We Know,Keane,7260036
13/09/2021,567381450,Happier Than Ever,Billie Eilish,700098
13/09/2021,570569787,Maybach,42 Dugg Feat. Future,278274
13/09/2021,581315745,Shivers,Ed Sheeran,109953
13/09/2021,538322038,Levitating,Dua Lipa Feat. DaBaby,3790928
13/09/2021,556245712,Chasing After You,Ryan Hurd & Maren Morris,361859
13/09/2021,510700753,Save Your Tears,The Weeknd,8292510
13/09/2021,583860076,Love All,Drake Feat. JAY-Z,52671
13/09/2021,573210085,Thot Shit,Megan Thee Stallion,821868
13/09/2021,572573973,Angles,Wale Feat. Chris Brown,299073
13/09/2021,577874712,Don't Go Yet,Camila Cabello,935374
13/09/2021,561764609,Intro,Lil Moe,61531
13/09/2021,581252838,Essence [Mixed],Wizkid Feat. Tems & Justin Bieber,179339
13/09/2021,583860086,TSU,Drake,41106
13/09/2021,558189802,Drunk (And I Don't Wanna Go Home),Elle King & Miranda Lambert,430448
13/09/2021,560275260,Leave The Door Open,Bruno Mars, Anderson .Paak & Silk Sonic,6487581
13/09/2021,582053152,Borrowed Time (From Rick and Morty: Season 5),Rick and Morty & Tennis,56286
13/09/2021,581625769,Summer Of Love,Shawn Mendes & Tainy,319020
13/09/2021,575816802,Memory,Kane Brown & blackbear,219229
13/09/2021,578537341,You Are My High,DJ Snake,182312
13/09/2021,579745872,Volví,Aventura & Bad Bunny,382854
13/09/2021,583860064,N 2 Deep,Drake Feat. Future,38135
13/09/2021,583860077,Champagne Poetry,Drake,47252
13/09/2021,375987572,Loving Is Easy,Rex Orange County Feat. Benny Sings,868975
13/09/2021,536664474,AIN’T SO,Kwame Feat. Arno Faraji,96468
13/09/2021,411626340,Call Out My Name,The Weeknd,4707224
13/09/2021,583860095,Papi’s Home,Drake,38409
13/09/2021,570834839,Butter,BTS,2857707
13/09/2021,491675299,Things A Man Oughta Know,Lainey Wilson,413043
13/09/2021,580481565,Off The Grid,Kanye West,125264
13/09/2021,556102751,MONTERO (Call Me By Your Name),Lil Nas X,7052823
13/09/2021,152739570,The Windmills Of Your Mind,Dusty Springfield,261874
13/09/2021,542730886,telepatía,Kali Uchis,3874049
13/09/2021,521080740,My Boy,Elvie Shane,492501
13/09/2021,90319038,Collard Greens,Schoolboy Q Feat. Kendrick Lamar,2501967
13/09/2021,582458782,LOT OF ME,Lil Tecca,32432
13/09/2021,543181432,WITHOUT YOU,The Kid LAROI,5120518
13/09/2021,583860065,In The Bible,Drake Feat. Lil Durk & GIV?ON,33149
13/09/2021,61922264,White Rabbit,Jefferson Airplane,2574894
13/09/2021,342158320,Dark Red,Steve Lacy,829942
13/09/2021,566885142,Buy Dirt,Jordan Davis Feat. Luke Bryan,122330
13/09/2021,469270443,Astronaut In The Ocean,Masked Wolf,11222392
13/09/2021,560348544,Peaches,Justin Bieber Feat. Daniel Caesar & GIV?ON,5222567
13/09/2021,532768662,my ex's best friend,Machine Gun Kelly & blackbear,1717630
13/09/2021,358456126,Navajo,Masego,373312
13/09/2021,577590984,5500 Degrees,EST Gee Feat. Lil Baby, 42 Dugg & Rylo Rodriguez,99343
13/09/2021,535548665,Be Alright,Evan Craft, Danny Gokey & Redimi2,259812
13/09/2021,400965357,Fake I.D,Riton & Kah-Lo,1182776
13/09/2021,379611,Let's Groove,Earth, Wind & Fire,4034008
13/09/2021,564361520,RAPSTAR,Polo G,1337403
13/09/2021,583860075,Fountains,Drake Feat. Tems,50654
13/09/2021,579875979,SUVs (Black on Black),Jack Harlow & Pooh Shiesty,100732
13/09/2021,579694541,Perfect (Reprise),Camila Cabello & Nicholas Galitzine,89740
13/09/2021,580443527,You Want My Love,Earth, Wind & Fire Feat. Lucky Daye,35406
13/09/2021,555285022,Time Today,Moneybagg Yo,785134
13/09/2021,508366740,...And To Those I Love, Thanks For Sticking Around,$uicideboy$,1255745
13/09/2021,514083981,Strange Effect,Unloved Feat. Raven Violet,192686
13/09/2021,567407114,Touch Down 2 Cause Hell,Hd4president,841444
13/09/2021,583860089,Race My Mind,Drake,28226
13/09/2021,20149020,Kingston Town,UB40,3459465
13/09/2021,575373962,Wrecked,Imagine Dragons,776243
13/09/2021,576945894,Motley Crew,Post Malone,544257
13/09/2021,535306088,Memory I Don't Mess With,Lee Brice,264897
13/09/2021,576782932,WHOLE LOTTA MONEY (Remix),BIA Feat. Nicki Minaj,199235
13/09/2021,563288858,You,Regard, Troye Sivan & Tate McRae,1424907
13/09/2021,560285844,Beautiful Mistakes,Maroon 5 & Megan Thee Stallion,2547003
13/09/2021,539105437,You're Mines Still,Yung Bleu Feat. Drake,2009630
13/09/2021,310300106,Love On The Brain,Rihanna,9938127
13/09/2021,580848056,In the Dark,Swae Lee & Jhené Aiko,69657
13/09/2021,569364037,Loco,Justin Quiles, Chimbala & Zion & Lennox,984098
13/09/2021,463939238,Morrow,070 Shake,369502
13/09/2021,540976295,Lil Bit,Nelly & Florida Georgia Line,1010483
13/09/2021,517715261,Go Crazy,Chris Brown & Young Thug,4212501
13/09/2021,544436514,Believe Me,Navos,689434
13/09/2021,578737075,Jail,Kanye West,90984
13/09/2021,578657121,Don't Be Shy,Tiësto & KAROL G,518713
13/09/2021,570401689,I Was On a Boat That Day,Old Dominion,218904
13/09/2021,503576063,Blinding Lights,The Weeknd,22567678
13/09/2021,20056730,Gangsta's Paradise,Coolio Feat. L.V.,12294863
13/09/2021,554795006,Who Want Smoke?,Nardo Wick,304109
13/09/2021,542792334,DÁKITI,Bad Bunny & Jhay Cortez,3773104
13/09/2021,575231739,WUSYANAME [Mixed],Tyler, The Creator Feat. YoungBoy Never Broke Again & Ty Dolla $ign,205067
13/09/2021,450364790,Friday I’m In Love (Recorded At Spotify Studios Nyc),Phoebe Bridgers,303821
13/09/2021,583197973,Believe What I Say,Kanye West,56973
13/09/2021,57738404,Time of the Season,The Zombies,2583904
13/09/2021,580729132,Vaccine,NoCap,52077
13/09/2021,578548773,Pepas (Cristian Reyes Remix),GRBA & Cristian Reyes,206687
13/09/2021,580215604,Ya Supérame (En Vivo),Grupo Firme,136770
13/09/2021,555775434,Calling My Phone,Lil Tjay & 6LACK,2698351
13/09/2021,583111545,One Look,Spencer Sutherland,93814
13/09/2021,580848154,Act Up,Rich Brian & EARTHGANG,67375
13/09/2021,575964485,Sobrio,Maluma,526189
13/09/2021,573239716,Woman,Doja Cat,1066895
13/09/2021,567048553,Botella Tras Botella,Gera MX & Christian Nodal,1093767
13/09/2021,555418199,Complicated,Leela James,215076
13/09/2021,470615067,Loverboy,A-Wall,475873
13/09/2021,371545836,Paranoia,Dave East Feat. Jeezy,71852
13/09/2021,583361955,Blue Notes 2,Meek Mill Feat. Lil Uzi Vert,28915
13/09/2021,567890019,Lost,Maroon 5,513853
13/09/2021,359568795,My Life Is Going On,Cecilia Krull,7851220
13/09/2021,572583713,Yonaguni,Bad Bunny,905498
13/09/2021,471001798,This Is Where It Ends,Alice Boman,77970
13/09/2021,450345277,Ready,Lil Baby Feat. Gunna,238621
13/09/2021,541709647,Quicksand,Morray,1090431
13/09/2021,512721848,Cold Beer Calling My Name,Jameson Rodgers & Luke Combs,228156
13/09/2021,579694540,Am I Wrong,Camila Cabello, Nicholas Galitzine, Idina Menzel & Cinderella Original Motion Picture Cast,81935
13/09/2021,572896529,Forever Tippin,Yung Pooda, DJ Chose & Dre,74326
13/09/2021,100557257,Stay Ready (What A Life),Jhené Aiko Feat. Kendrick Lamar,464830
13/09/2021,506632290,Physical,Dua Lipa,4310812
13/09/2021,559530353,Thinking 'Bout You,Dustin Lynch Feat. MacKenzie Porter,115577
13/09/2021,573239836,Get Into It (Yuh),Doja Cat,384033
13/09/2021,581828181,Touch Down To Cause Hell (KingMIx),KingDanzz,339884
13/09/2021,536859303,Whiskey And Rain,Michael Ray,190768
13/09/2021,560746534,Wants and Needs [Mixed],Drake Feat. Lil Baby,1083328
13/09/2021,6017940,Neon Moon,Brooks & Dunn,879722
13/09/2021,561571511,Outside (Better Days),MO3 & OG Bobby Billions,313215
13/09/2021,576463523,I am not a woman, I'm a god,Halsey,48851
13/09/2021,583860087,Pipe Down,Drake,21384
13/09/2021,583198009,Moon,Kanye West,44030
13/09/2021,490675972,Circles,Post Malone,10654578
13/09/2021,511524106,Knowing You,Kenny Chesney,202183
13/09/2021,560227366,I WANNA BE YOUR SLAVE,Måneskin,3095797
13/09/2021,88153164,Feeling Good,Nina Simone,4515003
13/09/2021,567517788,Frozen,Circles Bob,822313
13/09/2021,563610551,La Mamá de la Mamá,El Alfa, CJ & Chael Produciendo Feat. El Cherry Scom,867497
13/09/2021,466040067,Dance Monkey,Tones And I,39714507
13/09/2021,438342816,Algorhythm,Childish Gambino,87545
13/09/2021,535825899,Forever After All,Luke Combs,633929
13/09/2021,123453646,Don't Tell 'Em,Jeremih Feat. YG,9659819
13/09/2021,583860092,You Only Live Twice,Drake Feat. Lil Wayne & Rick Ross,21600
13/09/2021,10530810,Smells Like Teen Spirit,Nirvana,7890005
13/09/2021,555375589,Waves,Luke Bryan,214338
13/09/2021,445889608,Someone You Loved,Lewis Capaldi,23364559
13/09/2021,385133121,Love Tonight,Shouse,5060604
13/09/2021,20144841,Dreams,Fleetwood Mac,6351398
13/09/2021,564533132,Pareja del Año,Sebastián Yatra & Myke Towers,1603969
13/09/2021,215540,Hotel California,Eagles,8759164
13/09/2021,553362820,A La Antigüita,Calibre 50,217821
13/09/2021,534468438,You Should Probably Leave,Chris Stapleton,186859
13/09/2021,559787093,Country Again,Thomas Rhett,220658
13/09/2021,571127457,Scars in Heaven,Casting Crowns,87610
13/09/2021,530821,Leather And Lace,Stevie Nicks,814071
13/09/2021,497838813,Breathe,Ásgeir,83789
13/09/2021,583860094,7am On Bridle Path,Drake,25086
13/09/2021,566379768,t r a n s p a r e n t s o u l,WILLOW Feat. Travis Barker,429180
13/09/2021,40602165,Luxurious,Gwen Stefani,455773
13/09/2021,549952578,drivers license,Olivia Rodrigo,7476000
13/09/2021,493025931,Strange,Celeste,718149
13/09/2021,581023010,Paralyzed,Sueco,80440
13/09/2021,457204623,I'm a Pop,Chanmina,83063
13/09/2021,584622108,Las Mejores Tendencias y Bailes De Tik Tok,TikTok,208191
13/09/2021,578449926,Have Mercy,Chlöe,36279
13/09/2021,5169256,Witness (1 Hope),Roots Manuva,266141
13/09/2021,90198446,She Knows,J. Cole Feat. Amber Coffman & Cults,1318541
13/09/2021,322353565,Benjamins Burn,Future,64690
13/09/2021,550501097,To Be Loved By You,Parker McCollum,152536
13/09/2021,543351696,Life Goes On,Oliver Tree,626093
13/09/2021,540951142,Damage,H.E.R.,1130361
13/09/2021,532153467,Just About Over You,Priscilla Block,235104
14/09/2021,537255883,Essence,Wizkid Feat. Tems,1796553
14/09/2021,552221348,Stay,The Kid LAROI & Justin Bieber,5185235
14/09/2021,385334817,Beggin,Måneskin,6440502
14/09/2021,583860078,Way 2 Sexy,Drake Feat. Future & Young Thug,206144
14/09/2021,568180108,Fancy Like,Walker Hayes,594061
14/09/2021,573386652,Bad Habits,Ed Sheeran,6735788
14/09/2021,580847901,Fire In The Sky,Anderson .Paak,229980
14/09/2021,578340247,INDUSTRY BABY,Lil Nas X & Jack Harlow,2662033
14/09/2021,573239715,You Right,Doja Cat & The Weeknd,1024494
14/09/2021,583860081,Knife Talk,Drake Feat. 21 Savage & Project Pat,118548
14/09/2021,575061784,Pepas,Farruko,2504364
14/09/2021,552136231,Gyalis,Capella Grey,770783
14/09/2021,571007966,Leave Before You Love Me,Marshmello & Jonas Brothers,2647327
14/09/2021,565106878,Kiss Me More,Doja Cat Feat. SZA,5686568
14/09/2021,567763978,love nwantiti [Remix],CKay Feat. Axel & DJ Yo,1562997
14/09/2021,564095960,good 4 u,Olivia Rodrigo,3681279
14/09/2021,573286436,Baddest,Yung Bleu,478138
14/09/2021,508501557,HEARTBREAK ANNIVERSARY,GIV?ON,4143651
14/09/2021,573239739,Need To Know,Doja Cat,2126777
14/09/2021,514260283,Heat Waves,Glass Animals,3262337
14/09/2021,577722304,Wild Side [Mixed],Normani Feat. Cardi B,449156
14/09/2021,581382756,family ties,Baby Keem & Kendrick Lamar,135788
